1,1,1,1,1,1,g0|N|0|0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g3|N|0|0,g3|N|0|0,g3|N|0|0,1,1,1,1,g5|N|0|0,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,1,g7|N|0|0,g7|N|0|0,g7|N|0|0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,g0|N|0|0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g3|N|0|0,g3|N|0|0,g3|N|0|0,1,1,1,1,g5|N|0|0,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,1,g7|N|0|0,g7|N|0|0,g7|N|0|0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,g0|N|0|0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g3|N|0|0,g3|N|0|0,g3|N|0|0,1,1,1,1,g5|N|0|0,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,1,g7|N|0|0,g7|N|0|0,g7|N|0|0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,g0|N|0|0,g0|N|0|0,g0|N|0|0,1,1,1,1,1,g3|N|0|0,g3|N|0|0,g3|N|0|0,1,1,1,1,g5|N|0|0,g5|N|0|0,g5|N|0|0,1,1,1,1,1,1,1,1,1,1,g7|N|0|0,g7|N|0|0,g7|N|0|0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
